id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating

35879889,Christy,https://www.goodreads.com/book/show/35879889-christy,,Catherine Marshall,"54,043","2,176",514,"8,774","October 3, 2017","June 1, 1967","Historical Fiction, Fiction, Classics, Christian Fiction, Christian, Romance, Historical, Young Adult, Adult, Inspirational",Evergreen Farm,,English,,,4.24

7046495,Lover Mine,https://www.goodreads.com/book/show/7046495-lover-mine,Black Dagger Brotherhood #8,J.R. Ward,"111,985","4,552",528,"8,766","April 27, 2010","April 27, 2010","Paranormal, Romance, Paranormal Romance, Vampires, Fantasy, Urban Fantasy, Adult, Fiction, Erotica, Supernatural",NAL,9780451229854,English,,0451229851,4.39

12395,Journey to the End of the Night,https://www.goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night,Ferdinand Bardamu #1,Louis-Ferdinand Céline,"40,700","2,788",453,"8,752","May 17, 2006","January 1, 1932","Fiction, Classics, France, Literature, French Literature, Novels, Philosophy, 20th Century, War, Roman",New Directions,9780811216548,English,,0811216543,4.20

2122,The Fountainhead,https://www.goodreads.com/book/show/2122.The_Fountainhead,,Ayn Rand,"319,830","13,998",704,"8,737","September 1, 1996","April 15, 1943","Fiction, Classics, Philosophy, Literature, Novels, Politics, Architecture, Literary Fiction, American, Classic Literature",Signet Book,,English,,,3.88

8709523,The Golden Lily,https://www.goodreads.com/book/show/8709523-the-golden-lily,Bloodlines #2,Richelle Mead,"117,452","6,814",418,"8,711","June 12, 2012","June 12, 2012","Young Adult, Vampires, Fantasy, Paranormal, Romance, Urban Fantasy, Magic, Supernatural, Paranormal Romance, Fiction",Razorbill,9781595143181,English,,1595143181,4.31

2666,The Bonfire of the Vanities,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,,Tom Wolfe,"79,641","3,480",690,"8,700","October 30, 2001","November 1, 1987","Fiction, Classics, Novels, Literature, Contemporary, New York, Literary Fiction, American, Humor, 20th Century",Dial Press Trade Paperback,,English,,,3.89

13362536,Opal,https://www.goodreads.com/book/show/13362536-opal,Lux #3,Jennifer L. Armentrout,"149,383","10,322",394,"8,694","December 11, 2012","December 11, 2012","Young Adult, Fantasy, Paranormal, Romance, Aliens, Science Fiction, Paranormal Romance, Supernatural, Urban Fantasy, Fiction",Entangled Teen,,9781620610091 (ISBN10: 1620610094),,,4.25

270730,Crank,https://www.goodreads.com/book/show/270730.Crank,Crank #1,Ellen Hopkins,"142,281","9,141",537,"8,690","October 1, 2004","October 1, 2004","Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Mental Health, Teen, Banned Books, Romance, High School",Margaret K. McElderry Books,9780689865190,English,,0689865198,4.16

6917952,Burned,https://www.goodreads.com/book/show/6917952-burned,House of Night #7,P.C. Cast,"156,386","3,430",323,"8,663","April 27, 2010","April 27, 2010","Young Adult, Vampires, Fantasy, Paranormal, Romance, Supernatural, Fiction, Paranormal Romance, Urban Fantasy, Magic",Atom,9781905654949,English,,1905654944,3.97

2731276,The Story of Edgar Sawtelle,https://www.goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle,,David Wroblewski,"98,170","14,145",566,"8,630","June 1, 2008","June 1, 2008","Fiction, Animals, Dogs, Adult Fiction, Coming Of Age, Contemporary, Literary Fiction, Book Club, Historical Fiction, Novels",Ecco,9780061374227,English,,0061374229,3.64

12842828,Keeper of the Lost Cities,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,Keeper of the Lost Cities #1,Shannon Messenger,"71,808","7,773",496,"8,621","October 2, 2012","October 2, 2012","Fantasy, Middle Grade, Young Adult, Fiction, Adventure, Magic, Childrens, Mystery, Young Adult Fantasy, Urban Fantasy",Aladdin,9781442445932,English,,1442445939,4.42

9593911,Pandemonium,https://www.goodreads.com/book/show/9593911-pandemonium,Delirium #2,Lauren Oliver,"236,634","15,492",375,"8,620","February 28, 2012","February 28, 2012","Young Adult, Dystopia, Romance, Fantasy, Science Fiction, Fiction, Teen, Adventure, Audiobook, Love",HarperTeen,9780061978067,English,,006197806X,4.03

7824322,Between Shades of Gray,https://www.goodreads.com/book/show/7824322-between-shades-of-gray,,Ruta Sepetys,"232,736","26,372",344,"8,608","March 22, 2011","March 22, 2011","Historical Fiction, Young Adult, Fiction, Historical, War, World War II, Romance, Audiobook, Russia, Teen",Philomel Books,9780399254123,English,"Georgia Peach Book Award Nominee for Honor book (2012), SCBWI Golden Kite Award for Fiction (2012), William C. Morris YA Debut Award Nominee (2012), Rhode Island Teen Book Award Nominee (2013), Milwaukee County Teen Book Award Nominee (2012), Indies Choice Book Award for Young Adult (2012), Amelia Elizabeth Walden Award Nominee (2012), Lincoln Award Nominee (2016), CYBILS Award Nominee for Young Adult Fiction (2011), Goodreads Choice Award Nominee for Young Adult Fiction (2011), Carnegie Medal Nominee (2012), Gateway Readers Award Nominee (2014)",0399254129,4.37

24192,The Runaway Jury,https://www.goodreads.com/book/show/24192.The_Runaway_Jury,,John Grisham,"300,476","2,645",464,"8,581","April 25, 2006","January 1, 1996","Fiction, Thriller, Mystery, Crime, Legal Thriller, Suspense, Mystery Thriller, Novels, Law, Adult Fiction",Delta,9780385339698,English,,0385339690,4.02

976,Deception Point,https://www.goodreads.com/book/show/976.Deception_Point,,Dan Brown,"661,252","10,911",556,"8,575","December 1, 2002","January 1, 2001","Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Adventure, Science Fiction, Crime, Novels, Action",Pocket Books,9780671027384,English,,0671027387,3.75

9566,Still Life with Woodpecker,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,,Tom Robbins,"79,388","3,255",277,"8,565","January 1, 2001","October 1, 1980","Fiction, Humor, Literature, Novels, Magical Realism, Classics, Contemporary, Literary Fiction, American, Fantasy",No Exit Press,9781842430224,English,,184243022X,4.03

414999,Childhood's End,https://www.goodreads.com/book/show/414999.Childhood_s_End,,Arthur C. Clarke,"155,690","7,038",224,"8,561","May 12, 1987","January 1, 1953","Science Fiction, Fiction, Classics, Science Fiction Fantasy, Dystopia, Aliens, Fantasy, Novels, Audiobook, Speculative Fiction",Del Rey Books,,English,,,4.12

3063499,The Lucky One,https://www.goodreads.com/book/show/3063499-the-lucky-one,,Nicholas Sparks,"357,331","10,834",326,"8,521","August 11, 2009","January 1, 2007","Romance, Fiction, Chick Lit, Contemporary, Adult, Contemporary Romance, Adult Fiction, Love, Drama, Love Story",Grand Central Publishing,9780446579933,English,,0446579939,4.12

16729,Beach Music,https://www.goodreads.com/book/show/16729.Beach_Music,,Pat Conroy,"49,701","3,434",800,"8,518","March 1, 2002","July 2, 1995","Fiction, Southern, Contemporary, Historical Fiction, Drama, Novels, Literary Fiction, Audiobook, Literature, Adult Fiction",Dial Press Trade Paperback,9780553381535,English,,0553381539,4.18

166997,Stoner,https://www.goodreads.com/book/show/166997.Stoner,,John Williams,"155,576","18,142",288,"8,471","June 20, 2006","January 1, 1965","Fiction, Classics, Literature, Historical Fiction, Novels, American, Literary Fiction, The United States Of America, 20th Century, Modern Classics",New York Review Books,9781590171998,English,,1590171993,4.33

42933,Tai-Pan,https://www.goodreads.com/book/show/42933.Tai_Pan,Asian Saga: Chronological Order #2,James Clavell,"51,711","1,291",734,"8,460","September 1, 2009","January 1, 1966","Historical Fiction, Fiction, Historical, China, Asia, Adventure, Classics, Novels, Literature, Audiobook",Dell,,English,,,4.29

581811,Valley of the Dolls,https://www.goodreads.com/book/show/581811.Valley_of_the_Dolls,,Jacqueline Susann,"65,218","5,222",448,"8,440","September 22, 1997","February 1, 1966","Fiction, Classics, Chick Lit, Romance, Contemporary, Novels, Adult, New York, Historical Fiction, Adult Fiction",Grove Press,9780802135193,English,,0802135196,3.82

3099787,"Night World, No. 1",https://www.goodreads.com/book/show/3099787-night-world-no-1,Night World #1-3,L.J. Smith,"64,304","2,199",729,"8,432","April 11, 2017","June 3, 2008","Young Adult, Vampires, Fantasy, Paranormal, Romance, Supernatural, Paranormal Romance, Witches, Fiction, Magic",Flatiron Books,9781250095282,English,,125009528X,4.06

40603730,Safe Haven,https://www.goodreads.com/book/show/40603730-safe-haven,,Nicholas Sparks,"376,683","14,877",353,"8,413","March 30, 1978","January 1, 2010","Romance, Fiction, Chick Lit, Contemporary, Adult, Contemporary Romance, Adult Fiction, Drama, Audiobook, Love",Penguin Books,,English,,,4.21

18521,A Room of One’s Own,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,,Virginia Woolf,"194,145","15,829",112,"8,402","January 1, 2000","October 24, 1929","Classics, Nonfiction, Feminism, Essays, Philosophy, Writing, Literature, Womens, 20th Century, British Literature",Penguin Books,,English,,,4.21

334123,The Amulet of Samarkand,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,Bartimaeus #1,Jonathan Stroud,"126,630","5,819",462,"8,397","September 30, 2003","September 30, 2003","Fantasy, Young Adult, Fiction, Magic, Middle Grade, Childrens, Adventure, Urban Fantasy, Young Adult Fantasy, Audiobook",Hyperion Books for Children,9780786818594,English,,078681859X,4.03

