id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
4907243,Nobody Move,https://www.goodreads.com/book/show/4907243-nobody-move,,Denis Johnson,"4,618",676,196,"1,242",,"January 1, 2009","Fiction, Crime, Noir, Mystery, Novels, Thriller, Literary Fiction",,,,,,3.32
58695931,The High Auction,https://www.goodreads.com/book/show/58695931-the-high-auction,Wisdom Revolution #1,Misba,"6,966","1,000",Kindle,"1,242","August 1, 2021","July 21, 2021","Fantasy, Science Fiction Fantasy, Post Apocalyptic, Science Fiction, Adventure, Dark, Adult, Thriller, Utopia, Fiction",Nomad,,English,,,4.58
51248257,Murder Board,https://www.goodreads.com/book/show/51248257-murder-board,Boston Crime Thriller #1,Brian Christopher Shea,"5,442",156,321,"1,242","October 15, 2019","October 15, 2019","Mystery, Mystery Thriller, Thriller, Crime, Fiction",Severn River Publishing,,English,,,4.17
52219386,Almond,https://www.goodreads.com/book/show/52219386-almond,,Sohn Won-Pyung,"93,234","15,868",272,"1,241","May 5, 2020","March 31, 2017","Fiction, Contemporary, Young Adult, Asian Literature, Mental Health, Literary Fiction, Audiobook, Asia, Coming Of Age, Novels",HarperVia,9780062961372,English,,0062961373,4.18
64217,Pyramids,https://www.goodreads.com/book/show/64217.Pyramids,Discworld #7,Terry Pratchett,"83,551","2,697",341,"1,240","January 1, 2008","January 1, 1989","Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, Magic, High Fantasy, Novels, Science Fiction",Harper,9780061020650,English,,0061020656,3.92
4893390,The Faceless Ones,https://www.goodreads.com/book/show/4893390-the-faceless-ones,Skulduggery Pleasant #3,Derek Landy,"27,747","1,200",395,"1,240","April 6, 2009","December 24, 2008","Fantasy, Young Adult, Urban Fantasy, Magic, Fiction, Mystery, Adventure, Middle Grade, Paranormal, Horror",HarperCollins Children's Books,9780007302147,English,,0007302142,4.40
13581990,The Eternity Cure,https://www.goodreads.com/book/show/13581990-the-eternity-cure,Blood of Eden #2,Julie Kagawa,"38,075","3,370",434,"1,240","April 28, 2013","April 30, 2013","Vampires, Young Adult, Fantasy, Paranormal, Dystopia, Romance, Urban Fantasy, Post Apocalyptic, Fiction, Supernatural",Harlequin Teen,9780373210695,English,,0373210698,4.21
21704,The Black Dahlia,https://www.goodreads.com/book/show/21704.The_Black_Dahlia,L.A. Quartet #1,James Ellroy,"90,154","3,109",348,"1,240","August 16, 2006","September 1, 1987","Mystery, Fiction, Crime, Noir, Historical Fiction, True Crime, Thriller, Mystery Thriller, Detective, Historical",Mysterious Press,9780446698870,English,,0446698873,3.77
226709,Petals on the Wind,https://www.goodreads.com/book/show/226709.Petals_on_the_Wind,Dollanganger #2,V.C. Andrews,"64,521","2,990",439,"1,239","January 1, 1998","November 10, 1980","Fiction, Horror, Young Adult, Romance, Gothic, Drama, Thriller, Mystery, Classics, Adult",Pocket Books,9780671729479,English,,0671729470,3.82
58098,For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,https://www.goodreads.com/book/show/58098.For_Colored_Girls_Who_Have_Considered_Suicide_When_the_Rainbow_Is_Enuf,,Ntozake Shange,"33,854","1,085",64,"1,239","September 1, 1997","January 1, 1975","Poetry, Plays, Fiction, Feminism, Drama, African American, Race, Classics, Theatre, Womens",Scribner,,English,,,4.28
