id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
61958,Moreta: Dragonlady of Pern,https://www.goodreads.com/book/show/61958.Moreta,Pern (Chronological Order) #12,Anne McCaffrey,"28,193",548,286,910,"October 4, 1997","Published October 4, 1997","Fantasy, Science Fiction, Dragons, Fiction, Science Fiction Fantasy, Young Adult, Adult, Adventure, Romance, High Fantasy",Del Rey,9780345419576,English,,034541957X,4.02
18304,The Anti-Christ,https://www.goodreads.com/book/show/18304.The_Anti_Christ,,Friedrich Nietzsche,"27,267","1,551",126,910,"April 13, 2002","June 2, 1895","Philosophy, Nonfiction, Classics, Religion, German Literature, 19th Century, Germany, Atheism, Christianity, Essays",Adamant Media Corporation,9781421270531,English,,1421270536,3.91
19346451,The Revenge of Seven,https://www.goodreads.com/book/show/19346451-the-revenge-of-seven,Lorien Legacies #5,Pittacus Lore,"49,063","3,020",371,910,"August 26, 2014","August 26, 2014","Young Adult, Fantasy, Science Fiction, Fiction, Aliens, Adventure, Paranormal, Romance, Audiobook, Action",HarperCollins,9780062194725,English,,0062194720,4.26
6736971,The Desert Spear,https://www.goodreads.com/book/show/6736971-the-desert-spear,The Demon Cycle #2,Peter V. Brett,"85,759","2,902",579,910,"April 13, 2010","March 27, 2010","Fantasy, Fiction, Epic Fantasy, High Fantasy, Magic, Demons, Adventure, Dark Fantasy, Audiobook, Science Fiction Fantasy",Del Rey,9780345503817,English,,0345503813,4.21
60570739,LOOP,https://www.goodreads.com/book/show/60570739-loop,,William Kely McClung,994,41,332,910,"February 26, 2022","February 26, 2022","Science Fiction, Horror",Falling Up Publishing,9798985170023,English,,,4.29
9160695,Battle Hymn of the Tiger Mother,https://www.goodreads.com/book/show/9160695-battle-hymn-of-the-tiger-mother,,Amy Chua,"51,977","7,237",237,909,"January 11, 2011","January 11, 2011","Nonfiction, Parenting, Memoir, Biography, Biography Memoir, China, Education, Book Club, Family, Autobiography",Penguin Press,9781594202841,English,,1594202842,3.66
281235,Bunnicula,https://www.goodreads.com/book/show/281235.Bunnicula,Bunnicula #1,Deborah Howe,"67,912","3,099",98,909,"May 5, 2010","March 1, 1979","Childrens, Fiction, Fantasy, Middle Grade, Horror, Mystery, Animals, Humor, Young Adult, Vampires",GREAT SOURCE,9781416928171,English,"South Carolina Book Award for Children's Book Award (1981), Nene Award (1983), Golden Sower Award for Intermediate Category (1981), Vermont Golden Dome Book Award (1981), Sunshine State Young Readers Award (1983), Pacific Northwest Library Association Young Reader's Choice Award (1982), Iowa Children's Choice Award (1982), New Mexico Land of Enchantment Award (1982), California Young Readers Medal Nominee for Intermediate (1981), Oklahoma Sequoyah Award (1982)",1416928170,3.88
26856502,Vengeful,https://www.goodreads.com/book/show/26856502-vengeful,Villains #2,V.E. Schwab,"89,467","13,590",462,909,"September 25, 2018","September 25, 2018","Fantasy, Science Fiction, Fiction, Adult, Urban Fantasy, Paranormal, Audiobook, Young Adult, Superheroes, Adult Fiction",Tor,,English,,,4.16
61303452,The Oldest Dance,https://www.goodreads.com/book/show/61303452-the-oldest-dance,Wisdom Revolution #2,Misba,"6,390",934,264,909,"January 1, 2021","September 19, 2021","Fantasy, Post Apocalyptic, Science Fiction Fantasy, Science Fiction, Adventure, Dark, Thriller, Adult, Utopia, Classics",Nomad's Forge,,English,,,4.56
16123975,Last Stand of Dead Men,https://www.goodreads.com/book/show/16123975-last-stand-of-dead-men,Skulduggery Pleasant #8,Derek Landy,"13,419",737,604,908,"August 29, 2013","August 29, 2013","Fantasy, Young Adult, Urban Fantasy, Magic, Fiction, Mystery, Adventure, Paranormal, Horror, Action",HarperCollinsChildren'sBooks,9780007489206,English,,000748920X,4.58
15801668,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,https://www.goodreads.com/book/show/15801668-the-girls-of-atomic-city,,Denise Kiernan,"29,721","3,573",373,908,"March 5, 2013","March 5, 2013","Nonfiction, History, World War II, Science, Historical, War, Biography, American History, Womens, Audiobook",Touchstone/Simon & Schuster,9781451617528,English,,1451617526,3.71
