id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
12661,Chesapeake,https://www.goodreads.com/book/show/12661.Chesapeake,,James A. Michener,"25,244","1,036",1024,993,"September 9, 2003","January 1, 1978","Historical Fiction, Fiction, Historical, American History, Classics, Novels, Adventure, Literature, Epic, The United States Of America",Dial Press Trade Paperback,9780812970432,English,,0812970438,4.20
1237398,"One Piece, Volume 1: Romance Dawn",https://www.goodreads.com/book/show/1237398.One_Piece_Volume_1,One Piece #1,Eiichiro Oda,"134,087","2,983",207,993,"June 23, 2003","December 24, 1997","Manga, Fantasy, Comics, Graphic Novels, Adventure, Fiction, Pirates, Young Adult, Shonen, Comics Manga",VIZ Media LLC,9781569319017,English,,1569319014,4.47
35517449,The Koalemos Initiative,https://www.goodreads.com/book/show/35517449-the-koalemos-initiative,,P.H. Wilson,45,16,106,993,"June 26, 2017","Published June 26, 2017",,F&K Books,9780995935709,English,,099593570X,3.82
102920,Understanding Comics: The Invisible Art,https://www.goodreads.com/book/show/102920.Understanding_Comics,The Comic Books #1,Scott McCloud,"120,959","2,831",222,992,"January 1, 1993","August 1, 1993","Comics, Graphic Novels, Nonfiction, Art, Design, Graphic Novels Comics, Writing, Reference, Comic Book, History",William Morrow Paperbacks,,English,"Hugo Award Nominee for Best Related Work (1994), Harvey Awards for Best Graphic Album of Original Material, Best Biographical, Historical or Journalistic Presentation & Best Writer (for Scott McCloud) AND nominated for Best Letterer (for Bob Lapan) (1994), Will Eisner Comic Industry Awards for Best Comics-Related Book (1994), Grand Prix de la Critique (2000)",,4.01
28382,Diary of a Madman and Other Stories,https://www.goodreads.com/book/show/28382.Diary_of_a_Madman_and_Other_Stories,,Nikolai Gogol,"11,992",641,84,992,"December 29, 2006","January 1, 1842","Classics, Fiction, Short Stories, Russia, Russian Literature, Literature, 19th Century, Novels, Classic Literature, Historical Fiction",Dover Publications,9780486452357,English,,0486452352,4.10
61718053,Happy Place,https://www.goodreads.com/book/show/61718053-happy-place,,Emily Henry,"549,328","71,183",400,992,"April 25, 2023","April 25, 2023","Romance, Fiction, Contemporary, Audiobook, Adult, Contemporary Romance, Chick Lit, Adult Fiction, Realistic Fiction, Book Club",Berkley,9780593441275,English,,0593441273,4.07
4538,The View from Saturday,https://www.goodreads.com/book/show/4538.The_View_from_Saturday,,E.L. Konigsburg,"45,778","2,380",176,991,"May 1, 2003","September 1, 1996","Young Adult, Fiction, Middle Grade, Childrens, Realistic Fiction, School, Juvenile, Contemporary, Classics, Read For School",Aladdin,9780689862212,English,,0689862210,3.76
11447962,The Rootless,https://www.goodreads.com/book/show/11447962-the-rootless,,Angelo Tsanatelis,32,3,Nook,990,"April 27, 2011","April 26, 2011","Dark Fantasy, Fantasy",Saphire Realms,2940011282782,English,,,4.31
35760543,Grim Fairy Tales,https://www.goodreads.com/book/show/35760543-grim-fairy-tales,,Adam Nicke,122,52,144,990,"June 26, 2017","January 1, 1995","Classics, Horror",CreateSpace Independent Publishing Platform,9781544771113,English,,1544771118,4.54
175078,The Seven Storey Mountain,https://www.goodreads.com/book/show/175078.The_Seven_Storey_Mountain,,Thomas Merton,"19,187","1,346",467,989,"October 4, 1999","January 1, 1948","Religion, Spirituality, Biography, Nonfiction, Memoir, Christianity, Christian, Theology, Catholic, Faith","Harcourt, Inc.",9780156010863,English,,0156010860,4.06
13445306,Let the Sky Fall,https://www.goodreads.com/book/show/13445306-let-the-sky-fall,Sky Fall #1,Shannon Messenger,"14,314","1,697",404,989,"March 5, 2013","March 5, 2013","Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Supernatural, Mythology, Young Adult Fantasy, Paranormal Romance",Simon Pulse,9781442450417,English,,144245041X,3.95
4929705,A Reliable Wife,https://www.goodreads.com/book/show/4929705-a-reliable-wife,,Robert Goolrick,"78,805","10,256",291,989,"March 31, 2009","March 16, 2009","Fiction, Historical Fiction, Mystery, Historical, Romance, Book Club, Adult, Adult Fiction, Suspense, Deception",Algonquin Books,9781565125964,English,,1565125967,3.27
24035804,Storm and Silence,https://www.goodreads.com/book/show/24035804-storm-and-silence,Storm and Silence #1,Robert Thier,"27,646","2,456",765,989,,"March 19, 2016","Romance, Historical, Historical Fiction, Historical Romance, Fiction, Humor, Young Adult",,,,,,4.49
42270835,The Nickel Boys,https://www.goodreads.com/book/show/42270835-the-nickel-boys,,Colson Whitehead,"235,254","22,868",213,989,"July 16, 2019","July 16, 2019","Fiction, Historical Fiction, Audiobook, Historical, Race, Literary Fiction, African American, Adult, Novels, Adult Fiction",Doubleday,,English,"Pulitzer Prize for Fiction (2020), National Book Award Nominee for Fiction (2019), Orwell Prize for Political Fiction (2020), Audie Award Nominee for Best Male Narrator (2020), Los Angeles Times Book Prize Nominee for Fiction (2019), ALA Alex Award (2020), Dayton Literary Peace Prize Nominee for Fiction (2020), National Book Critics Circle Award Nominee for Fiction (2019), Lincoln Award (2021), Kirkus Prize for Fiction (2019), Goodreads Choice Award Nominee for Historical Fiction (2019), Dublin Literary Award Nominee (2021)",,4.26
