id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
98048,The Passion of Artemisia,https://www.goodreads.com/book/show/98048.The_Passion_of_Artemisia,,Susan Vreeland,"18,902","1,078",315,513,"January 1, 2003","November 8, 2001","Historical Fiction, Fiction, Art, Italy, Historical, Art History, Womens, 17th Century, Adult Fiction, Novels",Penguin Books,9780142001820,English,,0142001821,3.90
6048530,Finger Lickin' Fifteen,https://www.goodreads.com/book/show/6048530-finger-lickin-fifteen,Stephanie Plum #15,Janet Evanovich,"88,916","4,446",308,513,"June 23, 2009","June 23, 2009","Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Mystery Thriller, Comedy, Audiobook, Adult",St. Martin's Press,9780312383282,English,,0312383282,4.02
38564,Boys that Bite,https://www.goodreads.com/book/show/38564.Boys_that_Bite,Blood Coven Vampire #1,Mari Mancusi,"11,818",652,272,513,"April 4, 2006","April 4, 2006","Vampires, Young Adult, Paranormal, Fantasy, Romance, Paranormal Romance, Supernatural, Urban Fantasy, Fiction, Teen",Berkley,9780425209424,English,,0425209423,3.67
21060,Crown Duel,https://www.goodreads.com/book/show/21060.Crown_Duel,Crown & Court #1-2,Sherwood Smith,"25,138","1,113",471,513,"June 10, 2002","March 1, 1997","Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Adventure, High Fantasy, Magic, Science Fiction Fantasy, Historical",Firebird,9780142301517,English,,0142301515,4.19
8113512,Poison,https://www.goodreads.com/book/show/8113512-poison,,Bridget Zinn,"10,480","1,365",280,513,"March 12, 2013","March 12, 2013","Fantasy, Young Adult, Romance, Magic, Adventure, High Fantasy, Young Adult Fantasy, Fiction, Teen, Fairy Tales",Disney Hyperion,9781423139935,English,,1423139933,3.93
9615347,Anya's Ghost,https://www.goodreads.com/book/show/9615347-anya-s-ghost,,Vera Brosgol,"85,209","6,798",224,513,"June 7, 2011","June 7, 2011","Graphic Novels, Young Adult, Comics, Fantasy, Fiction, Horror, Paranormal, Graphic Novels Comics, Ghosts, Supernatural",First Second,9781596437135,English,"Bram Stoker Award Nominee for Best Graphic Novel (2011), Harvey Awards for Best Original Graphic Publication For Younger Readers (2012), Will Eisner Comic Industry Awards for Best Publication for Young Adults (ages 12-17) (2012), Prix Bédélys Jeunesse (2012), CYBILS Award for Graphic Novels (Young Adult) (2011), Goodreads Choice Award Nominee for Graphic Novels & Comics (2011)",1596437138,3.91
56040881,Packfire,https://www.goodreads.com/book/show/56040881-packfire,Simon Pack #9,John M. Vermillion,399,16,289,513,"November 17, 2020","Published November 17, 2020","Contemporary, Fiction, Drama, Novels",,,English,,,4.35
123656,The Book of Lies,https://www.goodreads.com/book/show/123656.The_Book_of_Lies,,Aleister Crowley,"3,931",192,196,512,"January 1, 2010","January 1, 1913","Occult, Philosophy, Nonfiction, Religion, Poetry, Thelema, Spirituality, Magick, Magic, Esoterica",Samuel Weiser,9780877285168,English,,0877285160,3.82
128759,Fatal Voyage,https://www.goodreads.com/book/show/128759.Fatal_Voyage,Temperance Brennan #4,Kathy Reichs,"50,447","1,357",448,512,"April 26, 2005","July 17, 2001","Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Murder Mystery, Audiobook, Detective, Adult",Pocket Star,9781416510567,English,,1416510567,4.05
13353667,Zoo,https://www.goodreads.com/book/show/13353667-zoo,Zoo #1,James Patterson,"44,807","5,495",395,512,"September 3, 2012","September 3, 2012","Fiction, Thriller, Science Fiction, Mystery, Horror, Animals, Suspense, Audiobook, Mystery Thriller, Adult",Century,9781846058295,English,,1846058295,3.51
18263725,The Crossover,https://www.goodreads.com/book/show/18263725-the-crossover,The Crossover #1,Kwame Alexander,"57,909","9,024",245,512,"March 18, 2014","March 18, 2014","Poetry, Young Adult, Sports, Middle Grade, Realistic Fiction, Fiction, Family, Contemporary, Basketball, Childrens",Houghton Mifflin,,English,"Newbery Medal (2015), Massachusetts Children's Book Award (2020), Pennsylvania Young Readers' Choice Award Nominee for Grades 6-8 (2016), Rhode Island Teen Book Award Nominee (2017), Vermont Golden Dome Book Award Nominee (2016), Evergreen Teen Book Award (2017), Coretta Scott King Book Award for Author Honor (2015), Charlie May Simon Children's Book Award (2017), Truman Readers Award Nominee (2022), North Carolina Young Adult Book Award for Middle School (2016), Goodreads Choice Award Nominee for Middle Grade & Children's (2014), NCTE Charlotte Huck Honor Book (2015), Rebecca Caudill Young Readers' Book Award (2017)",,4.25
76714487,Tower of Dawn,https://www.goodreads.com/book/show/76714487-tower-of-dawn,Throne of Glass #6,Sarah J. Maas,"390,649","33,061",688,512,"February 14, 2023","September 5, 2017","Fantasy, Young Adult, Romance, New Adult, Fiction, Magic, Fae, Young Adult Fantasy, High Fantasy, Fantasy Romance",Bloomsbury USA Childrens,9781639731046,English,,1639731040,4.27
35297394,The Wicked Deep,https://www.goodreads.com/book/show/35297394-the-wicked-deep,,Shea Ernshaw,"39,300","7,763",310,511,"March 6, 2018","March 6, 2018","Fantasy, Young Adult, Paranormal, Witches, Romance, Fiction, Young Adult Fantasy, Mystery, Magic, Supernatural",Simon & Schuster Books for Young Readers,9781481497343,English,,1481497340,3.86
826706,Joan of Arc,https://www.goodreads.com/book/show/826706.Joan_of_Arc,Wishbone Classics #4,Mark Twain,"8,374","1,141",452,510,"September 1, 1989","January 1, 1896","Classics, Historical Fiction, Fiction, Historical, Literature, France, Catholic, Religion, Novels, Audiobook",Ignatius Press,9780898702682,English,,0898702682,4.11
172764,Full Moon Rising,https://www.goodreads.com/book/show/172764.Full_Moon_Rising,Riley Jenson Guardian #1,Keri Arthur,"33,769","1,462",372,510,"December 26, 2006","January 31, 2006","Urban Fantasy, Paranormal, Vampires, Paranormal Romance, Fantasy, Romance, Werewolves, Shapeshifters, Adult, Fiction",Random House,9780553588453,English,,0553588451,3.89
8456124,Bloodlust,https://www.goodreads.com/book/show/8456124-bloodlust,The Vampire Diaries: Stefan's Diaries #2,L.J. Smith,"15,262",379,225,510,,"January 4, 2011","Vampires, Fantasy, Young Adult, Paranormal, Romance, Supernatural, Fiction",,,,,,4.03
6581334,13 Treasures,https://www.goodreads.com/book/show/6581334-13-treasures,Thirteen Treasures #1,Michelle Harrison,"10,940","1,110",368,510,"April 12, 2010","January 5, 2009","Fantasy, Middle Grade, Young Adult, Mystery, Fairies, Fiction, Childrens, Magic, Adventure, Paranormal",Little Brown and Company,9780316041485,English,,0316041483,4.05
