id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
8253920,Towers of Midnight,https://www.goodreads.com/book/show/8253920-towers-of-midnight,The Wheel of Time #13,Robert Jordan,"153,554","4,138",863,"2,167","November 2, 2010","November 2, 2010","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic, Adventure, Magic, Adult",Tom Doherty Associates TOR Fantasy,9780765325945,English,,0765325942,4.47
11454587,Spell Bound,https://www.goodreads.com/book/show/11454587-spell-bound,Hex Hall #3,Rachel Hawkins,"60,853","4,253",327,"2,166","March 13, 2012","March 13, 2012","Young Adult, Fantasy, Paranormal, Romance, Magic, Vampires, Witches, Supernatural, Demons, Urban Fantasy",Hyperion Book CH,9781423121329,English,,1423121325,4.06
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",https://www.goodreads.com/book/show/25541028-elon-musk,,Ashlee Vance,"375,821","12,038",392,"2,165","May 19, 2015","March 3, 2015","Biography, Nonfiction, Business, Science, Technology, Audiobook, Biography Memoir, Entrepreneurship, Autobiography, Leadership",Ecco,9780062301239,English,,0062301233,4.19
28815474,The Couple Next Door,https://www.goodreads.com/book/show/28815474-the-couple-next-door,,Shari Lapena,"549,369","37,197",308,"2,164","August 23, 2016","July 14, 2016","Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Crime, Adult, Contemporary, Psychological Thriller",Pamela Dorman Books,9780735221086,English,,0735221081,3.81
65119,The Miserable Mill,https://www.goodreads.com/book/show/65119.The_Miserable_Mill,A Series of Unfortunate Events #4,Lemony Snicket,"166,039","5,309",194,"2,163","April 15, 2000","April 5, 2000","Fiction, Young Adult, Childrens, Middle Grade, Fantasy, Mystery, Adventure, Audiobook, Humor, Juvenile","Scholastic, Inc.",9780439272636,English,,0439272637,3.86
31336,The Tale of the Body Thief,https://www.goodreads.com/book/show/31336.The_Tale_of_the_Body_Thief,The Vampire Chronicles #4,Anne Rice,"86,034","1,757",464,"2,163","January 1, 2005","October 4, 1992","Horror, Fantasy, Vampires, Fiction, Paranormal, Supernatural, Urban Fantasy, Gothic, Adult, Science Fiction Fantasy",Ballantine Books,9780345419637,English,,0345419634,3.75
4659,A Widow for One Year,https://www.goodreads.com/book/show/4659.A_Widow_for_One_Year,,John Irving,"61,934","2,922",576,"2,161","June 1, 2004","January 1, 1998","Fiction, Contemporary, Literature, Literary Fiction, Novels, American, Adult, Adult Fiction, The United States Of America, Romance",Ballantine Books,,English,,,3.77
10058,Flags of Our Fathers,https://www.goodreads.com/book/show/10058.Flags_of_Our_Fathers,,James D. Bradley,"59,719","1,810",382,"2,161","August 29, 2006","May 2, 2000","History, Nonfiction, Military Fiction, War, World War II, Biography, Military History, American History, Historical, Adult",Bantam,9780553384154,English,,0553384155,4.21
20801439,Circle of Five,https://www.goodreads.com/book/show/20801439-circle-of-five,Pha Yul #1,Jan Raymond,325,76,302,"2,159","January 8, 2014","January 8, 2014","Fantasy, Young Adult, Science Fiction, Aliens, Fiction, Adventure, Paranormal",,,English,,,4.20
13615258,Free Four: Tobias Tells the Divergent Knife-Throwing Scene,https://www.goodreads.com/book/show/13615258-free-four,Divergent #1.5,Veronica Roth,"96,340","4,833",43,"2,158","April 23, 2012","April 23, 2012","Young Adult, Dystopia, Short Stories, Science Fiction, Fantasy, Fiction, Romance, Novella, Post Apocalyptic, Teen",Katherine Tegen Books,9780062237422,English,,006223742X,4.13
1736739,Olive Kitteridge,https://www.goodreads.com/book/show/1736739.Olive_Kitteridge,Olive Kitteridge #1,Elizabeth Strout,"230,889","23,975",270,"2,156","March 25, 2008","March 25, 2008","Fiction, Short Stories, Literary Fiction, Contemporary, Book Club, Adult Fiction, Audiobook, Novels, Adult, Literature",Random House,,English,,,3.85
36492488,We Hunt the Flame,https://www.goodreads.com/book/show/36492488-we-hunt-the-flame,Sands of Arawiya #1,Hafsah Faizal,"86,408","12,656",472,"2,155","May 14, 2019","May 14, 2019","Fantasy, Young Adult, Romance, Young Adult Fantasy, Fiction, High Fantasy, Magic, Adventure, Fantasy Romance, Audiobook","Farrar, Straus and Giroux",9780374311544,English,,0374311544,3.90
58446721,The Power of Regret: How Looking Backward Moves Us Forward,https://www.goodreads.com/book/show/58446721-the-power-of-regret,,Daniel H. Pink,"10,776","1,137",239,"2,154","February 1, 2022","February 1, 2022","Nonfiction, Self Help, Psychology, Personal Development, Audiobook, Business, Mental Health, Science, Sociology, Leadership",Riverhead Books,9780735210653,English,,0735210659,3.85
