id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating

25354,Bastard Out of Carolina,https://www.goodreads.com/book/show/25354.Bastard_Out_of_Carolina,,Dorothy Allison,"43,870","3,277",320,"5,513","September 6, 2005","March 1, 1992","Fiction, Classics, Southern, Coming Of Age, Literary Fiction, Novels, Queer, LGBT, Literature, Contemporary",Plume,9780452287051,English,,0452287057,4.13

3698,The Quiet American,https://www.goodreads.com/book/show/3698.The_Quiet_American,,Graham Greene,"61,551","4,158",180,"5,513","August 31, 2004","December 1, 1955","Fiction, Classics, Historical Fiction, War, Literature, Novels, Asia, British Literature, Literary Fiction, Espionage",Penguin Classics Deluxe Editions,9780143039020,English,,0143039024,3.97

52640,Weaveworld,https://www.goodreads.com/book/show/52640.Weaveworld,,Clive Barker,"31,828","1,576",721,"5,487","August 20, 2001","October 1, 1987","Fantasy, Horror, Fiction, Dark Fantasy, Science Fiction Fantasy, Science Fiction, Urban Fantasy, Thriller, Magic, Novels",Harper Voyager,9780007117147,English,,0007117140,4.13

16634,The Glass Bead Game,https://www.goodreads.com/book/show/16634.The_Glass_Bead_Game,,Hermann Hesse,"37,784","2,113",558,"5,475","December 5, 1998","January 1, 1943","Fiction, Classics, Philosophy, Literature, German Literature, Novels, Science Fiction, Germany, Fantasy, 20th Century",Picador,9780312278496,English,,0312278497,4.11

33516773,Big Little Lies,https://www.goodreads.com/book/show/33516773-big-little-lies,,Liane Moriarty,"972,741","53,612",460,"5,469","February 7, 2017","December 25, 2014","Fiction, Mystery, Contemporary, Chick Lit, Thriller, Audiobook, Mystery Thriller, Adult, Adult Fiction, Book Club",Berkley,9780399587191,English,,0399587195,4.31

59717828,The Sacred Well Murders,https://www.goodreads.com/book/show/59717828-the-sacred-well-murders,,Susan Rowland,"6,275",24,336,"5,461","February 1, 2022","Published February 1, 2022","Fiction, Contemporary, Novels, Mystery, Drama, Mystery Thriller, Epic",Chiron Publications,9781685030056,English,,168503005X,4.31

9462795,Starcrossed,https://www.goodreads.com/book/show/9462795-starcrossed,Starcrossed #1,Josephine Angelini,"72,489","5,535",487,"5,429","May 31, 2011","May 31, 2011","Fantasy, Young Adult, Mythology, Romance, Paranormal, Greek Mythology, Paranormal Romance, Urban Fantasy, Supernatural, Fiction",HarperTeen,9780062011992,English,,0062011995,4.05

389627,Diary of a Wimpy Kid,https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid,Diary of a Wimpy Kid #1,Jeff Kinney,"666,011","21,238",226,"5,422","April 1, 2007","April 1, 2007","Fiction, Humor, Childrens, Middle Grade, Young Adult, Realistic Fiction, Graphic Novels, Comedy, Comics, Diary",Amulet Books,9780810993136,English,"Borders Original Voices Award for YA or Independent Reader (2007), Books I Loved Best Yearly (BILBY) Awards for Younger Readers (2010, 2012) (2010), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2009), Vermont Golden Dome Book Award (2009), North Carolina Children's Book Award (2009), Hea Lasteraamat (2011)",0810993139,3.98

147865,"Love, Rosie",https://www.goodreads.com/book/show/147865.Love_Rosie,,Cecelia Ahern,"129,499","11,124",512,"5,410","December 1, 2006","November 8, 2004","Romance, Chick Lit, Contemporary, Fiction, Adult, Young Adult, Contemporary Romance, Love, Adult Fiction, Novels",Hachette Books,9780786891085,English,,0786891084,3.94

17314430,Wait for You,https://www.goodreads.com/book/show/17314430-wait-for-you,Wait for You #1,J. Lynn,"161,254","10,098",386,"5,393","April 2, 2013","April 2, 2013","Romance, New Adult, Contemporary, College, Contemporary Romance, Young Adult, Abuse, Fiction, Chick Lit, Adult",J. Lynn,,English,,,4.14

22285,Rant: An Oral Biography of Buster Casey,https://www.goodreads.com/book/show/22285.Rant,,Chuck Palahniuk,"66,113","3,289",320,"5,392","May 1, 2007","January 1, 2007","Fiction, Science Fiction, Horror, Contemporary, Novels, Time Travel, Humor, American, Adult Fiction, Literature",Doubleday,9780385517874,English,,0385517874,3.84

43015,A Long Way Gone: Memoirs of a Boy Soldier,https://www.goodreads.com/book/show/43015.A_Long_Way_Gone,,Ishmael Beah,"184,956","11,893",229,"5,364","February 13, 2007","February 13, 2007","Nonfiction, Memoir, Africa, Biography, War, History, Biography Memoir, Autobiography, School, Sierra Leone",Sarah Crichton Books,9780374105235,English,,0374105235,4.15

