id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating

20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",https://www.goodreads.com/book/show/20980987-the-art-of-asking-or-how-i-learned-to-stop-worrying-and-let-people-hel,,Amanda Palmer,"35,988","3,390",339,"1,057","November 11, 2014","November 11, 2014","Nonfiction, Memoir, Biography, Self Help, Audiobook, Music, Art, Autobiography, Biography Memoir, Feminism",Grand Central Publishing,9781455581085,English,,1455581089,3.92

46041465,Everything I Know About Love,https://www.goodreads.com/book/show/46041465-everything-i-know-about-love,,Dolly Alderton,"227,592","24,553",368,"1,057","February 25, 2020","February 1, 2018","Nonfiction, Memoir, Romance, Audiobook, Self Help, Contemporary, Biography, Feminism, Essays, Autobiography",Harper,9780062968784,English,,0062968785,4.05

59723790,The First to Die at the End,https://www.goodreads.com/book/show/59723790-the-first-to-die-at-the-end,Death-Cast #0,Adam Silvera,"62,877","7,819",560,"1,054","October 4, 2022","October 4, 2022","Romance, LGBT, Young Adult, Fiction, Queer, Contemporary, Fantasy, Gay, Audiobook, Science Fiction",HarperCollins,9780063240803,English,,0063240807,4.04

9297774,Eve,https://www.goodreads.com/book/show/9297774-eve,Eve #1,Anna Carey,"43,184","3,629",336,"1,053",,"October 4, 2011","Dystopia, Young Adult, Romance, Science Fiction, Fantasy, Post Apocalyptic, Fiction",,,,,,3.68

104837,Antony and Cleopatra,https://www.goodreads.com/book/show/104837.Antony_and_Cleopatra,,William Shakespeare,"38,403","1,899",336,"1,052","January 1, 2005","January 1, 1606","Classics, Plays, Drama, Fiction, Historical Fiction, Theatre, Romance, Literature, Poetry, School",Washington Square Press,9780743482851,English,,0743482859,3.70

153785,Page,https://www.goodreads.com/book/show/153785.Page,Protector of the Small #2,Tamora Pierce,"48,939",947,290,"1,052","December 18, 2008","May 23, 2000","Fantasy, Young Adult, Fiction, Young Adult Fantasy, Magic, Adventure, Middle Grade, High Fantasy, Childrens, Science Fiction Fantasy",,,English,,,4.25

953260,Disney After Dark,https://www.goodreads.com/book/show/953260.Disney_After_Dark,Kingdom Keepers #1,Ridley Pearson,"28,716","2,896",326,"1,052","September 1, 2005","June 28, 2004","Fantasy, Young Adult, Middle Grade, Fiction, Adventure, Mystery, Childrens, Science Fiction, Magic, Juvenile",Disney Press,9780786854448,English,,0786854448,3.90

11387392,The Catastrophic History of You and Me,https://www.goodreads.com/book/show/11387392-the-catastrophic-history-of-you-and-me,,Jess Rothenberg,"16,284","2,117",375,"1,051","February 21, 2012","February 21, 2012","Young Adult, Romance, Fantasy, Contemporary, Paranormal, Ghosts, Fiction, Supernatural, Chick Lit, Death",Penguin Young Readers Group,9780803737204,English,,0803737203,4.03

17876893,Captivated by You,https://www.goodreads.com/book/show/17876893-captivated-by-you,Crossfire #4,Sylvia Day,"112,944","6,172",356,"1,050","November 18, 2014","November 18, 2014","Romance, Erotica, Contemporary Romance, Contemporary, Adult, Erotic Romance, Fiction, BDSM, New Adult, Chick Lit",Berkley,,English,,,4.12

52166786,The Empire of Gold,https://www.goodreads.com/book/show/52166786-the-empire-of-gold,The Daevabad Trilogy #3,S.A. Chakraborty,"48,662","6,809",766,"1,050","June 30, 2020","June 11, 2020","Fantasy, Fiction, Historical Fiction, Adult, Audiobook, Romance, Mythology, Magic, Young Adult, Historical",Harper Voyager,9780062678164,English,,0062678167,4.50

9395215,Everlasting,https://www.goodreads.com/book/show/9395215-everlasting,The Immortals #6,Alyson Noel,"47,390","1,833",336,"1,048","June 7, 2011","June 7, 2011","Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Supernatural, Magic, Fiction, Urban Fantasy, Vampires",St. Martin's Griffin,9781429981927,English,,142998192X,3.90

10847,Under the Banner of Heaven: A Story of Violent Faith,https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven,,Jon Krakauer,"202,222","14,019",400,"1,048","January 1, 2004","July 1, 2003","Nonfiction, History, True Crime, Religion, Audiobook, Crime, Cults, Biography, Historical, Journalism",Pan MacMillan,9780330419123,English,,0330419129,4.00

816440,War with the Newts,https://www.goodreads.com/book/show/816440.War_with_the_Newts,,Karel Čapek,"13,547","1,272",241,"1,048","February 1, 1990","January 1, 1936","Science Fiction, Fiction, Classics, Czech Literature, Dystopia, Fantasy, Humor, War, 20th Century, Novels",Catbird Press,9780945774105,English,,0945774109,4.17

16691600,"Forever, Christian",https://www.goodreads.com/book/show/16691600-forever-christian,,Tina Traverse,67,6,46,"1,047","December 13, 2012","December 13, 2012","Autistic Spectrum Disorder, Family, Nonfiction","Createspace Independent Publishing Platform (July 26, 2012)",9781481003926,English,,1481003925,4.48

24283871,"You Really Are Full of Shit, Aren't You?",https://www.goodreads.com/book/show/24283871-you-really-are-full-of-shit-aren-t-you,,Karl Wiggins,186,18,263,"1,047","January 3, 2015","January 2, 2015","Humor, Comedy, Nonfiction",Karl Wiggins,,English,,,4.16

