id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
119247,The Great Brain,https://www.goodreads.com/book/show/119247.The_Great_Brain,The Great Brain #1,John D. Fitzgerald,"17,176","1,103",208,576,"February 9, 2004","January 1, 1967","Childrens, Fiction, Historical Fiction, Young Adult, Middle Grade, Humor, Classics, Historical, Juvenile, Adventure",Puffin Books,9780142400586,English,,0142400580,4.17
8349348,Flutter,https://www.goodreads.com/book/show/8349348-flutter,My Blood Approves #3,Amanda Hocking,"19,514",603,307,576,"May 29, 2010","May 25, 2010","Vampires, Young Adult, Paranormal, Fantasy, Romance, Paranormal Romance, Supernatural, Urban Fantasy, Fiction, Teen",Lulu,9780557489565,English,,0557489563,3.96
122781,A Walk Across America,https://www.goodreads.com/book/show/122781.A_Walk_Across_America,,Peter Jenkins,"11,842",742,320,576,"September 1, 2001","January 1, 1979","Travel, Nonfiction, Memoir, Adventure, Biography, Outdoors, Nature, Autobiography, Walking, Biography Memoir",William Morrow Paperbacks,9780060959555,English,,006095955X,4.04
18775257,Pulse,https://www.goodreads.com/book/show/18775257-pulse,Collide #2,Gail McHugh,"45,608","3,280",426,576,"August 12, 2014","July 9, 2013","Romance, New Adult, Contemporary Romance, Contemporary, Erotica, Abuse, Adult, Erotic Romance, Drama, Love",Atria,9781476765365,English,,1476765367,4.25
121807,The Transall Saga,https://www.goodreads.com/book/show/121807.The_Transall_Saga,,Gary Paulsen,"5,344",449,256,576,"October 12, 1999","May 11, 1998","Science Fiction, Young Adult, Fiction, Fantasy, Adventure, Survival, Time Travel, Childrens, Dystopia, Teen",Laurel Leaf,9780440219767,English,,0440219760,4.22
22886113,A Work in Progress,https://www.goodreads.com/book/show/22886113-a-work-in-progress,,Connor Franta,"19,437","2,014",212,576,"April 21, 2015","April 21, 2015","Nonfiction, Memoir, Biography, LGBT, Autobiography, Biography Memoir, Contemporary, Audiobook, Queer, Poetry",Atria/Keywords Press,9781476791616,English,,1476791619,4.17
54633167,Lonely Castle in the Mirror,https://www.goodreads.com/book/show/54633167-lonely-castle-in-the-mirror,,Mizuki Tsujimura,"20,085","4,066",355,576,"April 22, 2021","May 1, 2017","Fantasy, Fiction, Magical Realism, Japan, Japanese Literature, Young Adult, Contemporary, Asian Literature, Mental Health, Literary Fiction",Doubleday,9780857527271,English,,0857527274,4.29
386234,Just for You,https://www.goodreads.com/book/show/386234.Just_for_You,Little Critter,Mercer Mayer,"26,936",166,24,575,"June 30, 1998","January 1, 1975","Childrens, Picture Books, Fiction, Kids, Classics, Family, Animals, Humor, Storytime, Juvenile","Golden Books Publishing Company, Inc.",9780307118387,English,,030711838X,4.29
3122173,One Silent Night,https://www.goodreads.com/book/show/3122173-one-silent-night,Dark-Hunter #15,Sherrilyn Kenyon,"28,494",875,310,575,"November 2, 2008","January 1, 2008","Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Mythology, Demons, Adult, Fiction",St. Martin's Press,9780312947064,English,,0312947062,4.11
1422252,"Vampire, Interrupted",https://www.goodreads.com/book/show/1422252.Vampire_Interrupted,Argeneau #9,Lynsay Sands,"19,957",584,370,575,"February 26, 2008","February 26, 2008","Romance, Vampires, Paranormal Romance, Paranormal, Fantasy, Urban Fantasy, Adult, Fiction, Humor, Supernatural",Avon,9780061229770,English,,0061229776,4.34
