id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
12701339,Talisman of El,https://www.goodreads.com/book/show/12701339-talisman-of-el,Arcadia Saga #1,Alecia Stone,537,209,364,597,"May 20, 2012","January 1, 2012","Fantasy, Young Adult, Paranormal, Fiction, Angels, Demons, Adventure, Mystery, Science Fiction, Mythology",Centrinian Publishing Ltd,9780957001909,English,,0957001908,3.94
23398606,Alice,https://www.goodreads.com/book/show/23398606-alice,The Chronicles of Alice #1,Christina Henry,"40,211","6,080",291,597,"August 4, 2015","August 4, 2015","Fantasy, Horror, Retellings, Fiction, Adult, Dark, Magic, Fairy Tales, Young Adult, Thriller",Ace,9780425266793,English,,0425266796,3.85
55681320,The Golden Scallop,https://www.goodreads.com/book/show/55681320-the-golden-scallop,Globiuz #2,R.L. Douglas,3,0,390,597,"January 22, 2019","Published January 22, 2019",,KDP,9781791384685,English,,1791384684,4.33
22402972,Fish in a Tree,https://www.goodreads.com/book/show/22402972-fish-in-a-tree,,Lynda Mullaly Hunt,"71,400","7,806",288,597,"February 5, 2015","February 5, 2015","Middle Grade, Realistic Fiction, Fiction, Young Adult, Contemporary, Childrens, School, Disability, Audiobook, Chapter Books",Nancy Paulsen Books,9780399162596,English,"Schneider Family Book Award for Middle School (2016), Pennsylvania Young Readers' Choice Award Nominee for Grades 6-8 (2017), Keystone to Reading Book Award Nominee for Intermediate (2017), California Young Readers Medal Nominee for Intermediate (2019), William Allen White Children's Book Award (2018), Bluestem Book Award Nominee (2019), Goodreads Choice Award Nominee for Middle Grade & Children's (2015), Rebecca Caudill Young Readers' Book Award Nominee (2017)",0399162593,4.26
44014779,A Tale of Magic...,https://www.goodreads.com/book/show/44014779-a-tale-of-magic,A Tale of Magic #1,Chris Colfer,"20,861","1,761",481,597,,"October 1, 2019","Fantasy, Middle Grade, Fiction, Young Adult, Magic, Childrens, Adventure",,,,,,4.26
588002,A Very Long Engagement,https://www.goodreads.com/book/show/588002.A_Very_Long_Engagement,,Sébastien Japrisot,"7,095",643,327,596,"September 1, 1994","September 6, 1991","Historical Fiction, Fiction, France, Romance, World War I, War, Historical, Mystery, French Literature, Classics",Plume,9780452272972,English,,0452272971,3.90
311864,Heroes Die,https://www.goodreads.com/book/show/311864.Heroes_Die,The Acts of Caine #1,Matthew Woodring Stover,"12,043",745,535,596,"June 1, 1999","August 1, 1998","Fantasy, Science Fiction, Fiction, Dark Fantasy, Epic Fantasy, Adventure, Dystopia, Science Fiction Fantasy, High Fantasy, Dark",Random House Inc,9780345421456,English,,0345421450,4.09
428077,L'avare,https://www.goodreads.com/book/show/428077.L_avare,,Molière,"28,559","1,654",79,596,"January 1, 1900","September 9, 1668","Classics, Plays, France, Theatre, School, Drama, Fiction, French Literature, Read For School, Literature",NATHAN,9782091878232,French,,2091878235,3.59
645023,Castle of Wizardry,https://www.goodreads.com/book/show/645023.Castle_of_Wizardry,The Belgariad #4,David Eddings,"75,431",933,375,596,"May 1, 1984","January 1, 1984","Fantasy, Fiction, Epic Fantasy, High Fantasy, Young Adult, Science Fiction Fantasy, Adventure, Magic, Epic, Audiobook",Del Rey,9780345335708,English,,0345335708,4.17
8949352,Night Road,https://www.goodreads.com/book/show/8949352-night-road,,Kristin Hannah,"174,758","13,982",385,596,"March 22, 2011","March 22, 2011","Fiction, Romance, Chick Lit, Contemporary, Audiobook, Drama, Adult, Adult Fiction, Family, Womens Fiction",St. Martin's Press,9780312364427,English,,0312364423,4.22
432342,Diary of a Drug Fiend,https://www.goodreads.com/book/show/432342.Diary_of_a_Drug_Fiend,,Aleister Crowley,"3,078",167,384,596,"June 1, 1977","January 1, 1922","Fiction, Occult, Classics, Philosophy, Thelema, Magic, Novels, Spirituality, Literature, Magick",Red Wheel/Weiser,9780877281467,English,,0877281467,3.79
148584,Elephants Can Remember,https://www.goodreads.com/book/show/148584.Elephants_Can_Remember,Hercule Poirot #42,Agatha Christie,"39,721","2,576",212,595,"February 1, 1984","November 1, 1972","Mystery, Fiction, Crime, Classics, Mystery Thriller, Detective, Audiobook, Murder Mystery, Thriller, British Literature",Berkley,9780425067826,English,,0425067823,3.65
152519,Incidents in the Life of a Slave Girl,https://www.goodreads.com/book/show/152519.Incidents_in_the_Life_of_a_Slave_Girl,,Harriet Ann Jacobs,"52,523","3,100",176,595,"November 9, 2001","February 24, 1861","Nonfiction, History, Classics, Memoir, Biography, African American, Autobiography, School, Historical, Race",Dover Publications,9780486419312,English,,0486419312,4.15
16148,Empire of the Senseless,https://www.goodreads.com/book/show/16148.Empire_of_the_Senseless,,Kathy Acker,"1,377",116,240,595,"January 13, 1994","January 1, 1988","Fiction, Science Fiction, Novels, Feminism, Literature, Queer, LGBT, Womens, Dystopia, Contemporary",Grove Press,9780802131799,English,,0802131794,3.67
19054212,Running Barefoot,https://www.goodreads.com/book/show/19054212-running-barefoot,,Amy Harmon,"16,197","1,861",443,595,"April 5, 2012","April 5, 2012","Romance, Contemporary, Young Adult, New Adult, Contemporary Romance, Fiction, Music, Audiobook, Military Fiction, Coming Of Age",,,English,,,4.29
779021,The Happy Prince and Other Tales,https://www.goodreads.com/book/show/779021.The_Happy_Prince_and_Other_Tales,,Oscar Wilde,"20,394","1,558",96,595,"October 10, 1995","May 1, 1888","Classics, Short Stories, Fiction, Fantasy, Childrens, Fairy Tales, 19th Century, Literature, Irish Literature, British Literature",Everyman's Library,9780679444732,English,,0679444734,4.11
52660896,On the Other Hand: The Little Anthology of Big Questions,https://www.goodreads.com/book/show/52660896-on-the-other-hand,,Renée Paule,76,27,Paperback,595,"August 1, 2019","November 6, 2013","Philosophy, Nonfiction, Self Help, Inspirational, Spirituality, Anthologies",RPG Publishing,9782954681177,English,,2954681179,4.37
42270550,A Newborn Business: Esports,https://www.goodreads.com/book/show/42270550-a-newborn-business,,Zoltan Andrejkovics,68,11,101,595,"October 5, 2018","Published October 5, 2018","Gaming, Business, Sports, Nonfiction, Games, Video Games",Independently published,9781723831058,English,,1723831050,4.28
987031,Exit Unicorns,https://www.goodreads.com/book/show/987031.Exit_Unicorns,Exit Unicorns #1,Cindy Brandner,"1,372",173,500,595,"January 1, 2001","December 1, 2000","Historical Fiction, Ireland, Fiction, Romance, Historical, Irish Literature, Historical Romance, Adult Fiction",Authorhouse,9780759666610,English,,075966661X,3.98
61828344,Finley’s Way,https://www.goodreads.com/book/show/61828344-finley-s-way,,Julie Mannino,31,15,72,595,"July 31, 2022","Published July 31, 2022","Fantasy, LGBT",,,English,,,4.74
54241214,Warping Minds & Other Misdemeanors,https://www.goodreads.com/book/show/54241214-warping-minds-other-misdemeanors,The Guild Codex: Warped #1,Annette Marie,"5,839",549,296,595,"August 7, 2020","August 7, 2020","Urban Fantasy, Fantasy, Paranormal, Magic, Romance, New Adult, Audiobook, Fiction, Supernatural, Humor",,,English,,,4.24
62967873,The Marriage Act,https://www.goodreads.com/book/show/62967873-the-marriage-act,,John Marrs,"11,161","1,750",432,595,"May 2, 2023","January 19, 2023","Thriller, Science Fiction, Fiction, Dystopia, Mystery Thriller, Audiobook, Mystery, Adult, Suspense, Speculative Fiction",Hanover Square Press,9781335005939,English,,1335005935,3.88
